0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotions
-699.3136,74.965,15.799988,31.295698,8.945421,18.32781,0.8258189,9.098038,-7.603955,8.981932,1.1365694,5.652582,-7.133637,4.4891195,-0.18650253,4.537061,-1.9444215,0.42907843,-1.6409072,1.9795958,-6.239733,2.6706758,-1.8653178,-0.9199456,-3.3861532,1.0697614,-3.28607,1.1373757,-2.8686557,1.0428189,0.18619478,0.3901687,-1.1365801,-0.73194426,-2.2247815,-0.42563713,-1.5040871,0.5143611,-1.472693,-2.03507,02
-639.01953,54.140434,-12.07182,18.238792,-5.0286703,-1.6435992,-8.251846,-3.0823607,-16.050493,-1.0882066,-9.18652,1.3895948,-11.419189,-1.6326852,-1.7515241,-4.5334325,-8.925437,-1.1545405,-6.0339274,-2.5020595,-4.2767344,-3.0085943,-3.4009745,1.7924981,0.6207931,4.695355,2.2205267,2.9654796,-0.13700615,3.0993452,1.8517524,5.0342903,4.372247,6.883589,7.713382,6.8139997,7.5639315,5.001925,0.76263267,-1.5076584,02
-683.7309,100.846695,-1.881663,23.232727,9.3327875,8.609473,-7.5885005,-2.708589,-10.263979,4.1968975,-5.1724663,-1.8625083,6.9756074,1.0570124,-5.3174033,6.2605653,-6.9516625,-1.2251863,1.0128628,-1.4178177,-0.786193,0.114857234,-1.9375733,-0.6907963,-1.4303695,0.19014208,0.25453088,-1.0163001,1.1692294,-0.15465717,0.12122769,-1.9396883,-0.042368237,0.33231813,-0.046096187,0.8603824,-1.2067709,-1.3399359,-4.069521,0.35879594,02
-677.4182,47.09106,-6.143902,15.092808,-15.9871645,-7.3963757,-14.903242,-6.9142857,-12.416671,-4.3314204,-7.7409754,-8.01736,-10.857831,-0.79700714,-8.478392,-3.272189,-1.2458091,0.24956144,-1.5075538,5.1521626,-2.4699833,-1.6836782,-3.5527349,-1.353242,-4.3629756,-1.7522092,-3.390395,-2.8651369,-3.155981,-4.3349447,-3.7919636,0.42177328,3.7721517,5.9775734,7.0501256,5.468911,3.414252,-1.0299311,-2.3227,0.71914786,02
-623.46747,87.77257,0.14917384,21.687521,3.8016744,4.74276,-3.0210953,6.075828,-6.061315,-0.0068370155,-3.5539186,6.089453,-5.3473167,4.1267576,-0.6472432,2.842851,-2.2109146,-0.7976543,2.742449,-0.44498274,-2.9167345,1.8469596,-3.9644332,-0.04361331,-3.1392224,-0.57111865,-1.9726965,0.8576771,-0.08775139,0.63853407,0.6901876,-0.5428411,-0.7239042,-1.5119036,-0.85954326,0.7204453,0.08756505,-0.052729376,-0.69975,-1.1231992,02
-670.2947,60.361916,-2.109161,17.311018,-11.105294,-4.3962727,-19.184233,-1.7294585,-9.81556,0.63437665,-13.508526,-0.7180673,-7.224575,-3.774122,-4.7144437,-4.5279593,-7.9849463,-0.73279387,-7.953399,-0.8700085,-4.431387,-3.588891,-4.092849,-3.6603122,-4.6654587,-3.5133514,-4.4518085,-3.4763095,-4.379926,-1.4105223,1.3975036,4.1224957,4.679459,3.8222537,0.52916074,1.6419891,0.1300769,3.8789778,5.6622405,8.900056,02
-598.12836,85.16139,-2.6669955,20.140455,8.980489,11.291115,1.4759598,-2.8463886,-8.884092,6.101397,-4.2742496,-0.1857231,3.2881505,1.6637655,-4.310239,-0.20426343,-2.2381215,-2.5442975,-1.2067775,2.0055294,-4.556446,0.9267287,-4.4741364,0.063463874,-1.7502534,-1.1168191,-3.1201532,-2.5953603,-4.378701,-1.0030501,-0.3821825,-0.76258546,-0.6686544,-0.5806372,-1.7695117,-2.553926,-1.8365446,-4.474848,-2.964131,-2.5457106,02
-641.684,62.217587,-2.5354614,18.765215,-8.369978,-2.2676985,-7.6367793,-12.042953,-13.689309,-0.3592507,-8.475767,-2.217425,-9.279198,1.8985403,-8.276714,-6.318852,-8.926512,-3.976853,-9.079997,-4.766274,-6.866343,-5.6538982,-6.6444645,-2.5650976,-6.94675,-4.6531773,-4.2071795,-2.3393598,-1.502036,5.097367,1.6522698,7.6074896,5.003974,4.3823824,1.9563664,3.6843867,3.7478435,3.6395,3.2096572,0.22734137,02
-715.58875,75.48506,19.803804,36.380962,5.384551,21.387808,-11.277911,4.776703,-7.5331764,3.896702,-1.5151459,-0.072863415,-4.683596,1.6313703,-2.6413472,6.2769203,-3.8238928,-0.16385151,3.0457127,-0.046799086,-4.0282784,3.1809218,-5.7408895,-1.7286474,-0.75480354,0.009846771,-0.5764592,3.8938053,0.49752343,2.312285,0.34008738,-0.8681111,-0.42354962,1.008218,0.47429287,2.133261,0.6796578,1.9286573,-0.28819013,0.55447507,02
-743.89874,42.482407,-15.419463,21.924894,-14.770143,-4.553989,-19.38308,-8.737413,-13.879991,-1.5700946,-7.575992,-4.148719,-8.001671,-0.4171171,-11.655061,-1.431282,-8.567303,-0.6337246,-7.2608967,-4.4184155,-4.6329155,-3.3526418,-6.8882346,-0.08277839,-4.529623,-1.7224265,-2.506117,-0.40155283,0.36275464,2.7531571,0.7593531,5.950744,4.653093,9.570122,8.441604,8.204054,5.157995,1.9464002,-0.28211206,1.9855806,02
-604.77466,81.91348,5.0728526,27.548183,6.1208158,2.2034574,-4.0513163,-1.2805358,-11.979644,2.524702,-1.0091814,2.633642,-0.72493833,6.148517,-3.788931,-0.5610016,-4.9356284,2.3749132,-2.5993228,-1.2742724,-5.8611417,2.2491407,-5.770075,-2.7127655,-1.2136576,-1.5729371,-2.7831635,-0.643357,-0.6620838,0.12941413,-1.3607767,-3.14996,-1.7571355,-2.2595928,-2.5519836,-1.5967978,-2.60578,-3.0966547,-3.1675677,-2.4242895,02
-655.97876,54.140133,-1.4599684,16.324244,-5.369827,3.4631093,-16.91995,-1.0593336,-17.66943,1.2591643,-7.8783774,-4.4763393,-5.8641634,-0.51632696,-2.0255225,-5.6603208,-3.435612,-0.13738735,-7.892642,-1.761456,-6.974854,-1.2777071,-6.984655,0.30559534,-6.4062634,-0.40899998,-1.8939569,3.7400956,1.2507262,4.5132904,0.7943341,0.12080553,-1.9655023,2.3742497,5.0836115,5.8698153,6.255859,5.084339,0.9582204,3.6584594,02
-664.50934,63.5478,-2.0541852,16.581594,6.3878174,1.0108548,-3.8375995,0.7378507,-8.937929,-0.49573696,-2.3913345,0.28144237,-6.8381653,1.1415347,-6.4559193,1.7784326,-6.6634717,0.5723207,-1.3472726,-1.2696198,-3.6571288,-0.8022113,-3.865229,-2.964421,-4.900387,-0.4042177,-5.4066863,-0.33750916,-0.7673396,-2.5135279,-2.3880627,-1.4715624,-3.3889527,-2.371342,-1.9601295,1.1976165,1.9815077,1.5427634,-0.91809076,-2.0239995,02
-697.7687,50.324463,-12.253325,9.484657,-13.35968,-2.9988246,-19.88659,-11.687791,-16.978851,-4.3121347,-12.597321,-0.6320347,-13.207421,-2.8915029,-5.3971415,-6.0645437,-6.037342,-2.1548402,-6.0065737,-2.1660388,-1.8781594,3.0436406,2.968992,2.8885584,-0.6456469,-0.85414404,-2.3502362,0.7356273,0.3920934,0.8231988,0.70733994,4.349375,8.503807,9.324031,6.986767,1.8739214,0.52589387,-1.6843841,-1.1706934,-1.3668001,02
-665.9895,80.00688,-2.9928687,20.786612,5.266456,5.4579353,-11.084399,-3.0401046,-14.514495,-3.4395282,-1.9953204,-1.1838945,-3.1852107,-2.1897192,-4.050104,3.392904,-9.2441025,-2.0752637,-1.3015013,-1.6468186,-7.152577,-2.2378669,-3.0116932,-6.675384,-2.8201132,-2.6325052,-5.5519886,-0.48316714,-3.4304297,-0.6716259,-3.6043875,-3.4912093,-3.175245,-4.9558043,-3.5610445,-2.2580547,-1.5730982,-4.4312887,-4.039223,-5.6768193,02
-626.218,51.048923,-18.443794,13.834852,-15.187153,-0.38429886,-9.535831,-6.1134744,-9.3390875,-0.5660157,-6.099119,-7.002088,-8.424714,4.0785413,-8.950581,-1.3598243,-7.648733,-3.8273716,-7.6108365,-1.6562132,-3.3312168,-1.3002807,-0.24811338,0.24114949,0.867294,1.308837,1.5455627,3.8966856,7.2561016,7.3048253,6.795918,7.0615363,3.6326647,2.6930265,-1.3672613,1.5357195,-0.47672045,0.906446,-1.3356166,-3.0042434,02
-610.7422,57.398655,-9.923153,22.801992,-3.1580243,2.4996915,-20.399809,1.1632118,-8.287553,-4.9785624,-2.4396887,-3.3461695,-9.689195,2.7480955,-12.595493,2.1400192,-8.937706,-0.69131327,-1.1185567,-4.757377,-4.6102533,-1.4156989,-5.7242618,-3.7489903,-3.9333375,-0.7014945,-5.0656767,0.54992527,-2.6177843,-1.4622902,-2.0268657,-3.2682145,-2.8499954,-1.5445361,-2.0435622,-1.7314543,-3.8449938,-5.131089,-3.6952066,-2.1712248,02
-630.5242,59.75074,-23.284971,13.644189,-17.219,-5.180474,-16.985703,-11.338795,-17.933294,-3.1767948,-6.395922,-6.395473,-7.6115484,3.7735202,-12.401709,-2.2475033,-6.572717,-1.2362521,-7.8939943,3.1123226,-4.1568007,2.6101778,-1.0268365,1.0549942,-2.7843554,0.11812646,-0.11029927,4.216467,4.0763817,3.6791365,2.1236336,4.749414,7.991637,5.8928075,5.298376,-0.20662834,-1.7014852,-5.158164,0.39040497,0.48132777,02
-744.2466,72.499916,4.92161,37.30419,0.5255627,10.062617,-4.6081595,6.367211,0.6910953,5.5665946,-3.5542078,8.103917,-5.356381,3.5670185,-0.9939134,5.1438837,-5.3975096,5.4353766,-2.7514079,3.1453617,-1.0077611,0.86988866,-5.1234226,0.8661236,-0.073595256,1.41045,-0.6995198,1.3454996,0.51327825,-2.1177769,-0.016895475,-0.53212994,-0.799039,-1.584339,1.4829315,0.028807985,-0.98772776,-3.442917,-2.456267,0.3382921,02
-719.74835,46.014305,-12.993923,15.937439,-5.5603876,-5.501016,-22.47689,-4.394763,-8.6199665,3.3794508,-9.860705,-3.7856588,-9.697209,0.59443825,-8.873452,-1.3255839,-11.935512,-2.4988568,-4.858636,-9.276329,-2.488496,-2.7636886,-6.0913043,-0.20901577,-7.4100747,2.5971158,-0.17294005,3.50522,2.7063777,3.9368353,-0.38214725,7.49284,7.894022,13.255258,9.986492,7.7871966,2.8776877,1.1034167,3.3117244,4.210541,02
-687.6528,75.78261,-7.8542266,21.919458,4.1328278,-0.39197278,-12.997352,-4.141351,-2.2470677,0.5151165,-8.600053,4.4323063,-1.6293662,-3.3114336,-1.9123739,2.224635,-10.779027,3.945243,-2.7892869,-1.0715538,-5.5070834,-0.43143943,-3.1146927,-3.161136,-3.018633,1.710222,-3.9944446,1.5465074,-6.3250666,0.16046225,-4.615031,1.02599,-0.11049986,0.905181,-3.121313,-3.6112082,-4.358034,-2.2859294,-0.87385607,-0.28831315,02
-681.56323,73.09669,2.087721,30.880827,-2.6239562,9.839726,-3.7683618,-2.2712193,-8.325323,1.9783674,-4.54459,-5.525719,-4.2778068,2.4340897,-6.013268,0.45457762,-5.688938,3.2843535,-1.8229731,3.9093027,-2.385063,0.38320613,-2.9628525,3.2679293,-4.1768975,1.8049934,0.20097135,2.1711125,3.4928493,4.6442223,3.5921202,5.8974004,7.491788,8.909555,10.789734,9.355434,6.324216,3.5154529,3.4432385,3.313457,02
-686.3351,72.763245,-7.4550114,38.87947,9.6135025,3.0914035,-13.305425,0.28574932,-1.1405138,7.2138805,-12.459327,7.9098682,-2.4345043,-0.42435333,-1.109519,0.8037244,1.5986773,1.8605847,-5.8612547,7.8551245,-4.7189617,-2.300362,-4.656139,0.044286974,-2.7472425,1.6300433,-2.1777608,-2.1794314,0.3131545,-1.304101,-1.3344365,-1.3877684,-1.6809965,-0.40282235,0.36569995,-0.37785012,-1.7956704,-2.041239,-3.8811738,-1.4590865,02
-513.03174,69.61512,-17.056988,20.396616,-6.7328725,-2.1972806,-16.058603,-9.213561,-8.1657,1.3230782,-10.718147,-0.7128268,-4.78679,1.720606,-7.005381,4.1483574,-6.29268,-0.8005577,-1.2752109,-6.625911,-4.036221,-1.3945516,-7.1395993,1.4473325,-5.758588,2.998379,-3.9830365,4.6712446,-1.6300467,-1.2855492,0.3777374,0.05916087,5.0307684,7.684365,9.14603,7.299443,8.052484,4.4854083,4.6879416,1.2153463,02
-677.96655,86.295456,14.99196,35.59363,9.677083,18.079556,-3.995229,7.473397,-8.702862,7.263978,-1.5164865,4.017241,-7.012158,4.5495415,0.7669763,5.8729463,-2.1916373,2.516857,-1.8344444,2.6298006,-4.972694,3.5226638,-2.6278539,-1.2576696,-2.2234693,1.1735307,-3.34187,1.3057002,-1.249909,-0.70708764,-1.0642753,1.5307678,-1.2153189,-0.34196603,-2.6743824,-1.7066886,-2.2001588,-1.0524858,-3.1080873,-1.4175249,02
-629.29767,71.64009,-10.501782,24.407677,-1.4521035,4.324562,-9.269111,-5.2894964,-13.860488,-1.521105,-6.347907,2.7884321,-14.667562,0.29026568,-0.12293248,-2.3680425,-6.9623113,0.8689548,-3.0653672,-1.6073953,-4.0056787,0.012085156,-1.659061,1.8413132,0.46601588,4.7083206,4.2580433,3.9904983,2.3491893,6.4067564,2.868135,4.046758,1.6854761,4.4614596,6.985129,5.8384805,8.373158,5.8628116,1.2988619,-0.9657636,02
-696.3528,91.99331,-5.6835217,18.616884,5.73364,7.927868,-7.353649,0.38226378,-9.80077,2.5439825,-5.5187917,-2.5106843,5.9870167,2.2070692,-8.067407,5.7928615,-7.228008,-1.942153,0.77829593,-2.6110783,-0.93444127,-1.9978979,-1.431835,-0.6229159,-3.0146048,0.7777054,-1.1875969,-1.4171971,0.4931141,-0.74148554,-0.3294469,-2.0123754,-0.67766416,-0.65676165,-0.31322822,-0.03733068,-1.3510109,-2.4793324,-3.2593691,-0.54062223,02
-730.46027,51.843998,-3.413861,20.168299,-15.441485,0.06378271,-14.464912,-3.62532,-13.238958,-2.728189,-7.1359286,-4.561852,-9.407218,0.37506086,-10.931637,-2.236926,-6.60637,-2.1323707,-8.278251,-0.5755361,-5.561353,-1.5227892,-2.5862198,3.0109408,-1.6002034,1.1622504,-2.5624268,-0.22583453,-2.0351706,-0.25637725,0.44842032,1.9146053,2.0057437,2.8565626,5.360026,6.7790256,5.0971956,2.312354,1.0687387,1.8366317,02
-610.52216,82.64429,-4.6661816,23.979021,0.9934966,5.990162,-3.0592053,1.301474,-5.882772,0.31866506,-6.211731,9.453762,-6.5999713,3.875146,1.5347794,1.9906161,-2.42621,-1.0813922,1.3627983,0.45084804,-4.9503264,2.3141592,-2.7239943,0.7817323,-3.601013,0.044850014,-4.2106743,0.58972335,-2.7891495,0.8188107,1.0227312,-1.6410397,1.1311231,-0.89968765,-0.14706619,2.1750517,1.9323199,3.3849442,-0.19095238,-0.60682815,02
-625.4329,52.048172,0.40959904,17.369358,-6.694932,-10.454168,-16.828814,0.5136123,-11.647853,-0.18575402,-13.711184,0.23478845,-6.3711905,-1.8414237,-5.212882,-6.0199323,-4.2066975,-3.7968154,-9.284734,-1.6902663,-7.359912,-3.5200577,-5.605657,-1.6106367,-3.0904417,2.1397166,1.7964814,1.3705022,1.4191988,1.739695,2.1185358,3.7413237,3.8280792,1.4958853,0.38265592,-0.0040046195,0.88095176,1.8221213,3.5459886,2.982789,02
-598.15344,82.361824,5.4851117,25.311947,8.5627985,10.01535,1.6260175,2.1087365,-11.234377,7.912067,-5.9168673,0.9911578,3.4704921,0.6048607,-4.1883836,1.3027817,-3.157328,-0.75532955,-2.1352768,1.8889264,-4.8961554,1.0671394,-4.17909,0.09972063,-1.9798728,-0.25093305,-2.7466745,-0.84061676,-6.2183642,0.6245189,-0.74015224,-1.0973464,-1.4502943,-2.2899597,-4.2524867,-3.064902,-1.3787532,-2.7831717,-1.9600612,-3.9855816,02
-659.17883,67.84594,-4.9793205,21.616745,-6.594502,-2.3384912,-5.346866,-12.262288,-11.071736,0.0629593,-6.1359963,-2.9135897,-10.931621,5.2791495,-8.761641,-5.497189,-9.288857,-3.5162435,-7.0130005,-6.8322563,-5.761323,-6.6820383,-7.377575,-2.889382,-7.338767,-5.3756022,-5.812611,-3.307131,-3.988342,2.1012306,-3.0676029,3.5666776,3.1881466,4.1540103,0.37091184,1.6684026,0.38220578,1.2022704,4.505488,4.64293,02
-706.11993,80.93612,16.643347,36.611008,6.6099205,16.06305,-8.840024,4.652695,-12.365499,6.039036,-0.45528615,3.0126765,-4.278599,3.832675,-4.6573687,6.072536,-6.527667,1.8289294,0.65959,2.476276,-4.3457403,1.6847146,-3.4511688,-2.2065907,0.32160893,-0.2857416,0.8775425,-0.017799329,-1.3378344,-1.9952455,-0.83722496,-1.889041,0.7118751,1.1869624,-0.7104792,1.0272719,-1.8097632,-0.42582038,0.4152476,1.0513915,02
-743.8976,45.202255,-17.171196,15.42549,-14.867058,-2.2754161,-18.362495,-9.236472,-14.759813,-0.66265184,-10.2869425,-6.8483677,-8.592412,1.9094697,-12.180804,-3.385003,-8.489786,-1.7063673,-8.767988,-5.4240246,-4.594331,-2.7610753,-4.7970753,2.0979655,-1.1700791,0.63204944,0.85272765,-2.1782086,0.35997748,-0.28785253,-0.46692213,3.9440618,3.320524,7.1955166,7.997589,8.848488,6.5917854,4.1329923,0.4522907,0.6714309,02
-574.3001,88.15009,-1.5875155,25.799646,4.7865143,-4.536923,-5.0405383,-1.2290921,-12.836077,2.317251,-3.550833,-0.5495113,-0.27429312,6.2352204,-6.4349194,-0.18654372,-4.7367206,2.4136143,-2.1168818,-1.2266749,-4.8460484,0.32816523,-5.910476,-2.7889817,-1.1863977,-2.151687,-3.558629,-0.6481877,-0.13173868,0.23006248,-1.1718863,-4.096352,-2.9538417,-3.880823,-3.3466387,-1.1568462,-3.332794,-4.45728,-4.026848,-4.655135,02
-627.9581,63.02508,-11.965995,15.50151,-3.2390182,0.6779579,-15.461306,-3.5953817,-18.320644,1.6002243,-6.107511,-5.470993,-4.4057617,0.18829295,-1.8997809,-7.2777753,-5.5067787,-1.8137095,-8.231401,-3.2382922,-6.2233257,-0.7135389,-5.64175,3.2266908,-1.807538,3.0437481,1.64553,1.1726774,-0.46528038,1.3577857,-0.675796,-1.5761342,-0.35775045,1.254675,4.326138,4.253745,2.4861636,1.8394927,-1.414306,-0.36163345,02
-692.564,55.46824,0.045479614,20.257399,6.7687283,5.727345,-6.5225677,-0.7509529,-7.847028,-1.7431784,-2.6237411,0.0956906,-4.991785,0.344142,-3.6827693,3.1971362,-4.2987094,1.4376718,-3.6839695,-1.1103591,-2.8706915,-0.3748007,-5.3171773,-1.6820924,-4.1125965,-0.35622916,-5.154253,-0.23137634,-0.94090575,-2.0589232,-2.6226826,-0.71335906,-2.6239467,-2.1813748,-3.5865695,-1.3040015,1.5078567,5.3298674,2.6842556,3.5739267,02
-699.2094,55.282227,-10.755303,10.148615,-16.791006,-2.18236,-16.596298,-8.461272,-17.453142,-1.2011658,-12.737095,0.4641208,-12.602914,-1.5597374,-5.318078,-6.107966,-6.084542,-3.5499203,-7.4627075,-2.9971645,-4.725198,0.018334856,-0.62900573,2.4187334,2.0511646,2.287025,-2.1043065,0.4975559,1.9636221,4.76556,5.70795,7.9064493,7.8032756,6.7412143,4.9997416,2.8117433,0.47167552,-3.8881893,-2.129436,-0.47443867,02
-644.9244,80.96677,-6.9374776,23.010916,-0.94676924,7.9983153,-7.428058,-1.6883116,-16.168428,-3.0739322,-2.652048,0.56124216,-1.3248147,-3.5447748,-0.5441389,2.051737,-10.709102,-2.3042948,-0.6447532,-1.5760007,-8.645678,-1.4146559,-2.6242688,-4.5054755,-3.0436642,-1.7043182,-7.110735,0.3936028,-4.9483347,-1.0084915,-3.3559575,-2.767258,-2.515492,-4.902602,-4.693542,-3.112443,-1.9045417,-3.7605717,-4.986039,-4.2925587,02
-615.17633,45.993046,-14.84337,11.064024,-13.248393,-1.3513595,-14.199275,-6.6847644,-13.305224,-0.20093544,-10.902013,-3.7876437,-11.542573,3.741793,-13.828504,-4.016417,-5.828281,-4.457497,-7.9738126,-1.5092504,-5.1015296,-6.6650085,-1.6551934,-1.8130594,-0.3115635,0.014985959,2.9564,6.1119847,9.6251545,9.652648,8.043419,6.8236756,3.7333038,2.6184523,2.171917,4.041134,-0.08595172,0.73506165,-1.892991,-0.8701732,02
-626.4253,63.05864,-7.775812,21.37822,5.7385864,5.0187817,-28.14346,5.164307,-10.846888,-6.58474,-1.0012251,-5.601009,-7.7613106,2.0495236,-10.347912,2.700374,-6.788253,0.9305575,-3.8078487,-1.0365573,-6.0548687,-2.2979543,-3.3282044,-3.605061,-5.7727094,-1.2039596,-3.083461,-3.4150848,-2.0183408,-2.986731,-4.558043,-0.2036971,-4.0248065,-0.75338745,-2.7049701,-0.115883105,-5.141233,-4.612269,-3.9833465,-1.2897178,02
-627.578,54.009174,-15.415428,10.110337,-20.366726,-2.9126318,-17.406965,-12.754827,-17.595964,-5.416694,-7.673755,-6.7074375,-6.336603,-1.3860207,-12.359752,-3.3650358,-5.740247,-6.5801034,-6.5111723,-1.2989656,-9.985645,-3.1624115,-7.908267,0.8005868,1.8944296,5.5793314,4.987869,4.5986357,2.2147558,3.534241,3.7538433,8.996738,9.01794,8.152666,2.6898167,-0.98307014,-2.9370363,-1.8155371,2.3900828,1.2430516,02
-707.33765,74.566345,4.7571497,31.047895,-4.101593,11.164528,-7.8868175,0.19649257,-4.7080817,8.342833,-3.9016786,6.5303493,-3.8483615,3.1860907,-0.71088076,0.9407067,-7.0922613,4.8334866,-1.1018752,0.8692158,-1.5385927,0.71364874,-4.7666345,0.47856155,-1.4953486,2.221968,-3.2076757,1.4075134,0.30960765,-2.4499924,0.4558298,-0.094344944,-0.6206149,0.6888925,0.49520048,-1.034761,-1.2007006,-4.156201,-1.4663024,-0.09904545,02
-672.8016,65.42509,-12.945674,14.413845,-9.340572,-3.279297,-28.03933,-5.3803043,-12.13994,8.011681,-11.481568,-3.2158735,-10.596484,-0.33158126,-9.574812,2.1898198,-5.607658,-1.7355888,-4.449258,-7.656442,-0.065258734,-2.1227522,-5.7302976,0.39318776,-7.020032,-1.8398817,-4.171929,0.20860244,2.9084811,9.047225,6.640202,14.98754,12.622245,13.517607,9.376921,9.218213,7.676878,8.80769,5.3880877,4.227023,02
-659.43335,86.90739,2.1474702,27.172215,9.274283,11.204479,-9.674785,-2.0736742,-2.5875278,4.331977,-5.218281,6.8967824,2.6313174,1.6974934,-4.2266784,8.182155,-6.618688,3.8726866,-0.5425003,0.33500305,-4.395541,3.4846225,-4.5192866,2.1340144,-4.659528,5.599015,1.0317378,3.1398015,-1.6938372,1.1218297,-0.4525263,0.774813,1.8806875,1.0740904,0.60846937,-2.5832326,-3.1633377,0.23796883,-0.3473255,0.9357513,02
